id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,COVID (add yes/ no),group
2517,Shetland News : Coronavirus,https://www.shetnews.co.uk/tag/coronavirus/,109404,"Health, Coronavirus, update, Letters, NHS, March, Shetland, Head","Shetland, Head, JavaScript, fully, enabled, functional, page, instructions","Live / Coronavirus pandemic latest – RAF called in to fly out Covid-19 patient as crisis enters third weekIn this regularly updated blog Shetland News will bring you all the latest local news plus the major national developments on the Covid-19 crisis Letters / Impact of lockdowns ‘more devastating than virus itself’ 20 of 22Adverts Transport / Inter-island ferry services reduced Health / Military called in to fly Covid-19 patient to intensive care Transport / NorthLink ferries to be restricted to ‘essential’ travel only Letters / UK’s approach to coronavirus concerning Health / Tough new emergency measures, but not a lockdown yet 20 of 22Adverts Business / Local pubs, cafes and restaurants set to close as government steps up coronavirus measuresUK government also announces ‘unprecedented’ financial support for businesses and workers, including covering wages Health / NHS imposes further restrictions on Gilbert Bain visits Health / NHS appeals for health workers to return to service during virus pandemic Politics / Impact on small businesses raised as Carmichael meets prime minister to discuss coronavirus response Health / Coronavirus news update – 19 March Education / School exams called off as government explores new ways of pupil assessment Health / Number of coronavirus cases continues to rise Health / Charity offers guidance for anyone struggling to cope during virus outbreak 20 of 22Adverts Letters / The biggest risk to most people’s health right now is social media Marine / Scottish Skipper Expo 2020 postponed Community / Supermarkets introduce buying restrictions Health / Coronavirus news update – 18 March Council / SIC to curtail services to cope with coronavirus impact 20 of 22Adverts Health / Lack of charitable sector aid ‘threatens its future’Meanwhile the tourism season is shrouded in uncertainty Health / First Minister announces further drastic measures to combat coronavirus pandemic Health / Councillor says waiving fares could protect ferry and bus staff from virus ImportantCoronavirus – What’s off Health / Plans confirmed for transport of intensive care patients 20 of 22Adverts Health / Coronavirus news update – 17 March UpdatedGlasgow and Inverness services to be halted as Loganair introduces emergency timetableAdvance bookings across Loganair’s routes drop by around 75 per cent Health / NHS tells people not to attend A&E or health centres for coronavirus testPatient visiting arrangements are also changing at the Gilbert Bain Hospital","This survey is run by a UK charity, the Public Interest News Foundation.",23/03/2020,26/04/2025,no,News,CORONAVIRUS,no,Media
2528,National Theatre of Scotland : National Theatre of Scotland announces Scenes for Survival – a crisis responsive artistic project in response to COVID-19 outbreak,https://www.nationaltheatrescotland.com/about/news/update/,109459,,,,,23/03/2020,23/03/2020,no,Arts,CORONAVIRUS,no,Entertainment
3946,Dingwall Academy : Support for Dingwall Academy Pupils and Families during Coronavirus School Closure,http://www.dingwallacademy.com/covid_19.html,117033,"Teachers, Guidance, pupils, Support, Work, Coronavirus, School, Closure","Support, pupils, school, Guidance, work, Pupil, LEARNING, Rector","However, PLEASE contact us with major concerns and we will get back to you.","If staff do not reply to your direct contact, please use the generic inbox as this is always checked: dingwall.academy@highland.gov.uk.",23/03/2020,25/02/2024,no,School,CORONAVIRUS,no,Education
4126,"Spectator, The : Coronavirus",https://www.spectator.co.uk/tag/coronavirus/,146433,"Content, Development, Group, International, Internet, Preservation, Consortium, aspects","Jinping, Zhongxun, CCP, time, talked, China, West, Chinese","Idenitifcation of seed websites and initial web crawling begain in February 2020, and the collection will continue to add new content as needed during the course of the outbreak and its containment.",Xi Zhongxun was a big cheese in his own right.,23/03/2020,12/06/2025,no,News,CORONAVIRUS,no,Media
4394,Scottish Courts. Coronavirus update. Jury trials.,https://www.scotcourts.gov.uk/about-the-scottish-court-service/scs-news/2020/03/17/coronavirus-update-jury-trials/,missing,"Government, Based, tribunals, users, jury, courts, court, trials","Government, Based, tribunals, users, jury, courts, court, trials",It is likely that further measures will be announced in the coming days.,It is likely that further measures will be announced in the coming days.,23/03/2020,26/05/2024,no,Law,CORONAVIRUS,no,Government
4478,East Dunbarton Council : Coronavirus (COVID-19),https://www.eastdunbarton.gov.uk/residents/council-democracy/coronavirus-covid-19/,missing,"emergency, Council, Response, services, Community, Service, Centre, health","Council, Registration, emergency, service, birth, community, services, Tax",Employees will support the following - Snack n Learn programme to support revised education provision - Emergency call out response to any emergency calls or alarm responses Other Decisions that have been taken in relation to our service delivery include: - Parking Charges are suspended - Mail We will only communicate with the public via email or by telephone There will be no mail collection or distribution at Council buildings - No debt collection - No launching the annual care of gardens scheme at this time - No commencement of allocation of allotments at this time Council and EDLC Trust Services and Facilities Arrangements from Wednesday 18 March (the following still apply) All Council services are moving to emergency service delivery only.,We will not be issuing our Non Domestic Rates bills at this time as a result of the current coronavirus (COVID-19) circumstances and impact on business.,23/03/2020,25/11/2020,no,Local Authority,CORONAVIRUS,yes,Government
1497,"City of Edinburgh Council, The : Coronavirus (COVID-19) in Scotland",https://www.edinburgh.gov.uk/coronavirus,107405,"Coronavirus, Council, Information, advice, Births, Transport, recycling, Emergency","Mar, Crawl, Common, Search, Coronavirus, Council, Collection, SEP","Information on Coronavirus - Emergency school closures - Delays to rubbish and recycling collections - Coronavirus - latest service updates - Births, marriages and deaths - urgent update - Coronavirus in Edinburgh - Council events, classes, libraries and venues - Waste and recycling service during coronavirus - Information and advice for Council tenants - Coronavirus - how you can help - Businesses and employers - Looking after mental health and wellbeing during the Coronavirus outbreak - Transport, parking and roads - Coronavirus advice - Council Tax, benefits and welfare - Coronavirus advice - An update on our homelessness services",Mar 25 2022 2023 2024 success fail About this capture,24/03/2020,25/09/2023,no,Local Authority,CORONAVIRUS,yes,Government
1514,South Lanarkshire Council : Coronavirus (COVID-19) advice,https://www.southlanarkshire.gov.uk/info/200228/health_and_medical_information/1863/coronavirus_covid-19_advice,107433,"Health, Scotland, advice, NHS, Government, Coronavirus, Social, Scottish","services, council, advice, support, test, social, Scottish, Coronavirus",The Department of Health and Social Care will publish updated UK data on Coronavirus (Covid-19) every day at 2pm until further notice.,"As a result, we apologise but many parts of the council are having to concentrate on key and emergency services.",24/03/2020,22/01/2022,no,Local Authority,CORONAVIRUS,yes,Government
2253,BBC News : Coronavirus in Scotland - Tuesday updates,https://www.bbc.co.uk/news/live/uk-scotland-52008953,108622,"NHS, Scotland, Coronavirus, Scottish, Secretary, Internet, web, Royal","Archive, Team, data, destroyed, projects, group, resolved, Wayback",Ms Geddes said: “I heard they are in need of nurses and was also contacted by an NHS colleague to come back.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",24/03/2020,31/03/2022,no,News,CORONAVIRUS,no,Media
2930,City of Edinburgh Council : Coronavirus - latest service updates,https://www.edinburgh.gov.uk/coronavirus-4/coronavirus-covid-19-scotland,111390,"Council, March, email, school, City, support, cancelled, Advice","March, Council, Updated, April, support, people, school, email","Please contact [email protected] Goods deliveries Given the challenges retailers and distributors face at this time, we've relaxed rules around delivery times for three months.","Please contact [email protected] Goods deliveries Given the challenges retailers and distributors face at this time, we've relaxed rules around delivery times for three months.",24/03/2020,25/10/2021,no,Local Authority,CORONAVIRUS,no,Government
2254,BBC News : Coronavirus in Scotland - Wednesday updates,https://www.bbc.co.uk/news/live/uk-scotland-52008961,108623,"Dick, government, work, Getty, coronavirus, Johnson, people, time","Archive, Team, data, destroyed, projects, group, resolved, Wayback","McGill's chairman James Easdale said: ""This government support goes a long way in keeping people connected and ensuring those with essential jobs get to work.""","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",25/03/2020,25/07/2024,no,News,CORONAVIRUS,no,Media
2493,Glasgow Times : Coronavirus,https://www.glasgowtimes.co.uk/news/coronavirus/,109377,"Glasgow, Rangers, Sport, Celtic, Notices, Sign, Drink, Register","local, businesses, subscriber, shown, articles, display, advertising, reading",General Election Coronavirus Celtic Rangers Sport Celtic Rangers Partick Thistle Glasgow Clan Juniors Other Football More Sport What's On Glasgow Music TV & Radio Theatre Film Clubs Food & Drink Lifestyle Nostalgia Fashion Expert Advice Living in Glasgow Opinion Columnists Letters ET View Announcement Death Notices Public Notices In Memoriam Acknowledgements Birthdays Anniversaries Greetings Births All Public Notices Money Matters Shop News Coronavirus Crime Council Health Education Planning Scottish News Other news Trending World,"As a subscriber, you are shown 80% less display advertising when reading our articles.",25/03/2020,30/01/2025,no,News,CORONAVIRUS,no,Media
4338,Edinburgh Trams : A Change to Our Service,https://edinburghtrams.com/news/change-our-service/,missing,"Sunday, March, Place, Airport, York, Edinburgh, tram, Trams","Sunday, March, Place, Airport, York, Edinburgh, tram, Trams","For up to date travel information please see our website, TfE app, social media or customers can use the Help button on tram stops.","For up to date travel information please see our website, TfE app, social media or customers can use the Help button on tram stops.",25/03/2020,26/11/2022,no,Transport,CORONAVIRUS,no,Government
1505,Aberdeen City Council : Coronavirus (COVID-19),https://www.aberdeencity.gov.uk/services/people-and-communities/coronavirus-covid-19,107422,"credit, Council, Universal, Government, Support, Scottish, housing, pay","credit, Universal, payment, Tax, Council, income, pay, Housing",New Style JSA is a fortnightly payment that can be claimed on its own or at the same time as Universal Credit.,New Style ESA is a fortnightly payment that can be claimed on its own or at the same time as Universal Credit.,26/03/2020,31/03/2020,no,Local Authority,CORONAVIRUS,no,Government
2035,Helensburgh Advertiser : Coronavirus: Helensburgh GPs say stay away as pandemic spreads,http://www.helensburghadvertiser.co.uk/news/18301550.coronavirus-helensburgh-gps-say-stay-away-pandemic-spreads/,108247,"coronavirus, Practice, HELENSBURGH, symptoms, cases, READ, confirmed, patients","coronavirus, Practice, HELENSBURGH, symptoms, cases, READ, confirmed, patients","A statement on their Facebook page said: ""We would appreciate it if repeat re-ordering can be kept to email, website or telephone requests where possible.","A statement on their Facebook page said: ""We would appreciate it if repeat re-ordering can be kept to email, website or telephone requests where possible.",26/03/2020,26/03/2020,no,News,CORONAVIRUS,yes,Media
2252,BBC News : Coronavirus in Scotland - Thursday updates,https://www.bbc.co.uk/news/live/uk-scotland-52009346,108621,"Sturgeon, people, minister, Health, Scotland, Coronavirus, police, Calderwood","self-employed, staff, Chancellor, support, people, scheme, BBC, Scottish","Meanwhile Prince Charles is working at his desk as usual today, according to palace officials, following the announcement yesterday that he had tested positive for coronavirus.","‘Main strain on NHS is staff absence’ Dr Cat Nesbitt told BBC Radio Scotland’s Drivetime her surgery in East Kilbride, which serves 11,000 patients, only has three GPs at the moment.",26/03/2020,26/02/2023,no,News,CORONAVIRUS,no,Media
2499,Hillfoots and Alloa Advertiser : Coronavirus,https://www.alloaadvertiser.com/news/coronavirus/,109383,"Wayback, Machine, Live, Save, Proxy, WARC, ARC, Page","local, businesses, subscriber, shown, articles, display, advertising, reading",Liveweb proxy is a component of Internet Archive’s wayback machine project.,"As a subscriber, you are shown 80% less display advertising when reading our articles.",26/03/2020,03/08/2024,no,News,CORONAVIRUS,no,Media
2574,Orkney Islands Council : Coronavirus (Covid-19) - Information for businesses,https://www.orkney.gov.uk/Council/C/coronavirus-covid-19-information-for-businesses.htm,109771,"Council, responsibility, promote, resilience, local, businesses, links, Business","Business, support, Scottish, Guidance, Scotland, Government, Association, businesses",Another responsibility for the Council is to promote resilience with our local businesses.,- Redundancy Support (PACE) - Hotel Winter Support Scheme 2022 - Guidance - Scottish Government COVID-19 Business Support - OIC Business Hardship Support Grant: Phase 2 – Guidance - OIC Business Hardship Support Grant: Phase 2 – Application - Business cash flow loan - Application - Business cash flow loan - Guidelines - Business financial support finder - Business Gateway - Childcare for key workers - Council suppliers - HMRC claim for wages - Seafood fishing industry - VAO information hub - A Low Carbon Economic Strategy for Scotland (November 2010) - Find Business Support - Scottish Government Guidance for Tourism and Hospitality - Association of Port Harbour Authorities - Association of Scotland’s Self-Caterers - Federation of Small Businesses - Hospitality Scotland Guidance - Orkney Ferries - Scottish Government Guidance - Scottish Licenced Trade Association - Scottish Tourism Alliance - Visit Britain - Visit Scotland - www.orkney.com,26/03/2020,30/01/2023,no,Local Authority,CORONAVIRUS,yes,Government
2956,Glasgow City Council : Coronavirus Business Support Fund,https://www.glasgow.gov.uk/coronavirusbusinessfund,111418,"Scottish, Government, Coronavirus, Support, Business, Fund, Local, bank","Coronavirus, Business, support, Scottish, Government, Businesses, applications, grant","The purpose of these one-off grants is to help protect jobs, prevent business closure and promote economic recovery.","The purpose of these one-off grants is to help protect jobs, prevent business closure and promote economic recovery.",26/03/2020,04/06/2020,no,Local Authority,CORONAVIRUS,yes,Government
3000,South Lanarkshire Council : Support for business,https://www.southlanarkshire.gov.uk/info/200279/support_for_business/1870/coronavirus_business_support_fund,111576,"business, Grant, March, Relief, eligible, Small, Bonus, ratepayers","Friday, July, business, Coronavirus, Fund, application, review, internal","These one-off grants are to help protect jobs, prevent business closure and promote economic recovery.","In such cases, where possible, we will endeavour to process the application using other evidence to support the decision - applications received after 5pm on Friday, 10 July will not be considered - online application forms (phases 1,2 and 3) were removed at 5pm on Friday 10 July - where a request for more information is not met, the case will be considered withdrawn and recorded as such - after 10 July, requests for more information from an applicant should be provided before 5pm on Friday 14 August - internal review will continue to be offered if requested before 5pm on Friday 31 July.",26/03/2020,14/08/2020,no,Local Authority,CORONAVIRUS,yes,Government
4452,SCVO Funding Scotland,https://scvo.org.uk/support/coronavirus/funding/,missing,"Information, funding, March, dedicated, response, pandemic, specifically, Coronavirus","Sector, Wellbeing, Food, Community, Programme, Resilience, Bulletin, Information",Last modified on 24th March 2020 We will communicate updates about funding via our Coronavirus Third Sector Bulletin Information on dedicated funding for organisations specifically in response to the COVID-19 pandemic Information on dedicated funding for individuals specifically in response to the COVID-19 pandemic Regularly updated information on how they are flexing grants to support current projects Information on the themes that charities are outlining that they need support around – funders are alreading indicating that they will focus emergency funding towards these,"We will communicate updates about funding via our Coronavirus Third Sector Bulletin Information about the Community & Third Sector Recovery Programme, the Third Sector Resilience, Wellbeing, Food, and Supporting Communities Funds Funds from the UK wide appeal.",26/03/2020,22/12/2020,no,Government,CORONAVIRUS,yes,Government
4480,East Renfrewshire Council : Coronavirus,https://www.eastrenfrewshire.gov.uk/coronavirus/,missing,"Support, BUSINESS, businesses, March, Scottish, services, Government, information","Re-direct, Whitelee, Council, recycling, Park, Glen, Rouken, redirect",We are also working closely with our out of school care providers to offer support for those families in the identified key groups.,"- Re-direct - Nursery places for 3 or 4 year olds - Re-direct - Book in a trailer or van - Re-direct - Private renting - Re-direct - Scottish Welfare Fund - Re-direct - Early learning and childcare - Re-direct - Bulky uplift - Re-direct - Data protection - Re-direct - Schools and learning - Re-direct - The Greenlaw Works - Re-direct - Planning online - Re-direct - Building standards online - Re-direct - Planning payments - Re-direct - Building standards payments - Re-direct - Retention schedule pdf - Re-direct - About Rouken Glen Park - Re-direct - Visit Rouken Glen Park - Re-direct - Facilities at Rouken Glen Park - Re-direct - What's on at Rouken Glen Park - Re-direct - Rouken Glen Park contact details - Re-direct - Rouken Glen Park park history - Re-direct - D2D walking, cycling and horse riding - Re-direct - D2D future plans - Re-direct - D2D history - Re-direct - Complaints survey - Re-direct - Citizen Access - Re-direct - Bridges Wellbeing team - Re-direct - Young person's services - Re-direct - Benefits Online - Re-direct - Home Care jobs - Re-direct-Broom, Kirkhill and Mearnskirk - citizen space privacy notice - Re-direct - taxi Fare Review - Re-direct - wellness rooms - Re-direct - Tree Preservation Orders - Redirect - Make a complaint - Redirect - Clothing Grant - Kirktonholme Nursery Thornliebank - Our election staff - Re-direct Crookfur, Greenfarm, Mearns Village and Westacres Community Council - Re-direct - boundary commission for scotland - Re-direct - Business classification Scheme - Re-direct - Records Retention Schedule - Jobs and Careers - Re-direct - Adult Support and Protection - Re-direct - Full Council - Re-direct - Low cost home ownership - Re-direct - Changes to Tenancy - Re-direct - Council Property Transfer - Re-direct Street cleaning and grass cutting - Re-direct - Fairer East Ren - Re-direct - Blue Badge - Redirect - Online Community Engagement Platform",26/03/2020,10/07/2025,no,Local Authority,CORONAVIRUS,no,Government
4488,Scottish Gas : Coronavirus update and FAQs,https://www.britishgas.co.uk/covid19,missing,"’ll, customers, ’re, government, vulnerable, meter, appointment, call","appointment, engineers, home, engineer, symptoms, email, customers, precautions",And for more information about other organisations who can help if you’re struggling to pay visit: https://www.britishgas.co.uk/help-and-support/bills-and-payments/help-if-youre-struggling-to-pay Are British Gas employees defined as key workers by the UK Government?,Please help us keep our phone lines free for vulnerable customers and emergencies by doing what you can online.,26/03/2020,29/06/2024,no,Utilities,CORONAVIRUS,no,Government
4496,SSE : Coronavirus and your energy : your questions answered,https://sse.co.uk/help/coronavirus-questions-and-answers,missing,"’ll, meter, smart, call, pay, energy, ’re, customers","meter, appointment, smart, ’ll, government, advice, safe, call",We understand that this is a really difficult time and lots of people might find themselves unable to pay their bills unexpectedly.,We understand that this is a really difficult time and lots of people might find themselves unable to pay their bills unexpectedly.,26/03/2020,30/06/2023,no,Utilities,CORONAVIRUS,no,Government
2182,Oban Times : COVID-19 – Organisations response,https://www.obantimes.co.uk/2020/03/19/covid-19-organisations-response/,108430,"Oban, Coronavirus, Tourism, Argyll, bookings, Newspapers, March, advice","Oban, Coronavirus, Tourism, bookings, March, advice, Argyll, Members",Other steps to prevent the virus spreading includes any uncovered food now being removed from display and scaling down menu offerings.,Other steps to prevent the virus spreading includes any uncovered food now being removed from display and scaling down menu offerings.,27/03/2020,27/10/2021,no,News,CORONAVIRUS,yes,Media
2221,"Oban Times : Scottish Six Days Trial and Pre ’65 Trial cancelled due to Covid-19 outbreak, 2",https://www.obantimes.co.uk/2020/03/16/scottish-six-days-trial-and-pre-65-trial-cancelled-due-to-covid-19-outbreak-2/,108475,"Scottish, Trial, Machine, Wayback, events, read, Days, Pre","Scottish, Trial, Machine, Wayback, events, SACU, read, access","No problem you can subscribe for just one week (or longer if you wish) The Edinburgh and District Motorcycle Club, which organises the Scottish Six Days Trial and Pre ’65 Scottish Trial, has confirmed that both this year’s events due to be held in May have now been cancelled due to the Covid-19 coronavirus outbreak.","In addition, your subscription includes access to digital archive copies from 2006 onwards.",27/03/2020,08/09/2022,no,News,CORONAVIRUS,no,Media
2244,BBC News : Coronavirus in Scotland - Friday updates,https://www.bbc.co.uk/news/live/uk-scotland-52009715,108613,"Scotland, NHS, health, Sturgeon, minister, people, care, medical","UHI, College, animals, Police, Scotland, Foodbank, University, mail",Keeping the country running is vital in this time of crisis so it would be hard to criticise those who lead government for not being a priority.,"Blair Drummond Safari Park is doing weekly online live broadcasts, offering viewers a chance to meet the keeper and learn about their animals.",27/03/2020,01/01/2023,no,News,CORONAVIRUS,no,Media
2491,Clydebank Post : Coronavirus,https://www.clydebankpost.co.uk/news/coronavirus/,109375,"LOCKDOWN, essential, travel, dog, deemed, drive, exercise, walk","local, businesses, subscriber, shown, articles, display, advertising, reading",UK LOCKDOWN What is deemed as 'essential travel' - and can I drive somewhere to exercise or walk my dog?,"As a subscriber, you are shown 80% less display advertising when reading our articles.",27/03/2020,04/12/2024,no,News,CORONAVIRUS,no,Media
2496,Dumbarton Reporter : Coronavirus,https://www.dumbartonreporter.co.uk/news/coronavirus/,109380,"LOCKDOWN, essential, travel, dog, deemed, drive, exercise, walk","local, businesses, subscriber, shown, articles, display, advertising, reading",UK LOCKDOWN What is deemed as 'essential travel' - and can I drive somewhere to exercise or walk my dog?,"As a subscriber, you are shown 80% less display advertising when reading our articles.",27/03/2020,04/12/2024,no,News,CORONAVIRUS,no,Media
2505,Dunfermline Press : Coronavirus,https://www.dunfermlinepress.com/news/coronavirus/,109389,"Sign, Register, Dunfermline, Business, Action, Notices, Press, Sport","local, businesses, subscriber, shown, articles, display, advertising, reading","General Election Coronavirus Promoted Stories Most popular Commented Loading... Read more News Dunfermline Rosyth Duloch Inverkeithing Dalgety Bay Crush Hour Press, Take, Action!","As a subscriber, you are shown 80% less display advertising when reading our articles.",27/03/2020,24/07/2023,no,News,CORONAVIRUS,no,Media
2507,East Lothian Courier : Coronavirus,https://www.eastlothiancourier.com/news/coronavirus/,109392,"Dunbar, North, Berwick, crisis, line, ScotRail, trains, coronavirus","local, businesses, subscriber, shown, articles, display, advertising, reading","No ScotRail trains to and from Dunbar during coronavirus crisis, plus reduced service on North Berwick line","As a subscriber, you are shown 80% less display advertising when reading our articles.",27/03/2020,24/07/2023,no,News,CORONAVIRUS,no,Media
2508,Irvine Times : Coronavirus,https://www.irvinetimes.com/news/coronavirus/,109393,"National, Irvine, Sport, Sign, Register, Coronavirus, Announcements, Opinion","local, businesses, subscriber, shown, articles, display, advertising, reading","The Wayback Machine - https://web.archive.org/web/20200327141441/https://www.irvinetimes.com/news/coronavirus/ #ThereWithYou Jobs Homes Motors Book an ad Local Listings Irvine 8°c Our Facebook feeds Irvine Times Facebook Our Twitter feeds Irvine Times Twitter Register Sign in Register Sign in Jobs Homes Motors News Sport Announcements Opinion What's on E-Edition Register Sign in News Sport Announcements Opinion What's on E-Edition News Irvine Kilwinning Stewarton National News General Election Coronavirus Sport Junior Football Football Rugby National Sport Announcements Death Notices Public Notices In Memoriam Acknowledgements Birthdays Anniversaries Greetings Births All Opinion What's on Going Out Staying In Reviews Events National Entertainment E-Edition Supplements Connect News Coronavirus Irvine Kilwinning Stewarton National News General Election Coronavirus ASDA offers paid leave to vulnerable staff amid coronavirus outbreak Updated Over 1,000 coronavirus cases in Scotland Breaking Boris Johnson tests positive for coronavirus Irvine care home staff afraid of contracting COVID-19 after resident dies Irvine salutes our amazing NHS as residents show their appreciation to heroes COVID-19 update March 26: 17 new cases in 24 hours Promoted Stories Most popular Commented Loading... Read more News Irvine Kilwinning Stewarton National News General Election Coronavirus Sport Junior Football Football Rugby National Sport Announcements Death Notices Public Notices In Memoriam Acknowledgements Birthdays Anniversaries Greetings Births All Opinion What's on Going Out Staying In Reviews Events National Entertainment E-Edition Supplements Connect #ThereWithYou Jobs Homes Motors Book an ad Local Listings","As a subscriber, you are shown 80% less display advertising when reading our articles.",27/03/2020,24/07/2023,no,News,CORONAVIRUS,no,Media
2510,Peeblesshire News  : Coronavirus,https://www.peeblesshirenews.com/news/coronavirus/,109397,"National, Sport, Notices, Sign, Register, Opinion, Public, Announcements","local, businesses, subscriber, shown, articles, display, advertising, reading",The Wayback Machine - https://web.archive.org/web/20200327185638/https://www.peeblesshirenews.com/news/coronavirus/ #ThereWithYou Jobs Homes Motors Book an ad Local Listings Peebles 7°c Our Facebook feeds Peeblesshire News Facebook Our Twitter feeds Peeblesshire News Twitter Register Sign in Register Sign in Jobs Homes Motors News Sport Opinion What's on Announcements E-Edition Register Sign in News Sport Opinion What's on Announcements E-Edition News Peebles Innerleithen Walkerburn West Linton Biggar Borders National News General Election Coronavirus Sport Football Rugby Athletics National Sport Opinion Blogs What's on Going Out Staying In Reviews Events National Entertainment Announcements Death Notices Public Notices In Memoriam Acknowledgements Birthdays Anniversaries Greetings Births All Public Notices E-Edition Supplements Connect News Coronavirus Peebles Innerleithen Walkerburn West Linton Biggar Borders National News General Election Coronavirus Promoted Stories Most popular Commented Loading... Read more News Peebles Innerleithen Walkerburn West Linton Biggar Borders National News General Election Coronavirus Sport Football Rugby Athletics National Sport Opinion Blogs What's on Going Out Staying In Reviews Events National Entertainment Announcements Death Notices Public Notices In Memoriam Acknowledgements Birthdays Anniversaries Greetings Births All Public Notices E-Edition Supplements Connect #ThereWithYou Jobs Homes Motors Book an ad Local Listings,"As a subscriber, you are shown 80% less display advertising when reading our articles.",27/03/2020,24/07/2023,no,News,CORONAVIRUS,no,Media
2521,"Orcadian, The : Coronavirus",https://www.orcadian.co.uk/category/coronavirus/,109408,"March, coronavirus, Local, Highlands, Islands, MSP, Loganair, Essential","COVID, February, coronavirus, March, NHSO, home, remain, Services","coronavirus ‘Local press playing vital role in crisis,’ says Highlands and Islands MSP March 26, 2020 at 2:30 pm coronavirus Loganair announces further flight reductions and issues booking advice March 26, 2020 at 1:30 pm coronavirus Essential and lifeline air links will be maintained despite Kirkwall Airport closure March 26, 2020 at 9:19 am coronavirus Trade unions issue warning to businesses continuing non-essential work March 25, 2020 at 3:38 pm coronavirus Business support grants go live but self-catering businesses are excluded March 25, 2020 at 2:04 pm coronavirus ‘Don’t leave the vulnerable behind’ Carmichael urges rethink on Coronavirus Bill March 25, 2020 at 1:18 pm coronavirus PM tells nation not to leave homes except for ‘essential’ purposes March 23, 2020 at 8:41 pm","coronavirus Facemask use to continue until April as First Minister sets out COVID transition plans March 15, 2022 at 6:05 pm breaking news Services ‘under strain’ as Orkney COVID infection rate reaches highest in UK March 8, 2022 at 4:26 pm coronavirus Public urged to be vigilant following record-breaking case increase March 3, 2022 at 3:28 pm coronavirus COVID situation at Smiddybrae House “remains relatively stable” February 25, 2022 at 1:15 pm coronavirus St Rognvald’s staff ‘remain upbeat’ in face of care home COVID cases February 14, 2022 at 3:07 pm coronavirus Praise for NHSO support as care home COVID cases remain stable February 11, 2022 at 1:32 pm coronavirus NHSO warn of COVID case rise but hospital admissions remain low February 10, 2022 at 5:43 pm coronavirus ‘Calmer phase’ anticipated as COVID hospitality restrictions relaxed January 24, 2022 at 10:23 am",27/03/2020,24/01/2025,no,News,CORONAVIRUS,yes,Media
2248,BBC News : Coronavirus in Scotland - Saturday updates,https://www.bbc.co.uk/news/live/uk-scotland-52009853,108617,"people, police, Scottish, coronavirus, secretary, Scotland, hand, Leitch","content, Scotland, Sharma, Secretary, policy, external, government, Archive","Deaths and confirmed cases in the UK have been doubling every three days, so how does that compare with other countries?",He adds that banks are processing thousands of applications for loans designed to help businesses with an annual turnover below £45m.,28/03/2020,22/07/2025,no,News,CORONAVIRUS,no,Media
2336,Basketball Scotland : basketballscotland position on Soho Wealth SBC Playoffs,http://basketballscotland.co.uk/2020/03/19/basketballscotland-position-on-soho-wealth-sbc-playoffs/,108964,"Playoffs, June, competitions, Wealth, SBC, Soho, March, Friday","Playoffs, June, competitions, Wealth, SBC, Soho, March, Friday","(In particular, we would like to conclude those playoffs which decide promotion so that these matters can be decided on the court).","(In particular, we would like to conclude those playoffs which decide promotion so that these matters can be decided on the court).",28/03/2020,05/08/2020,no,Sports,CORONAVIRUS,no,Media
2337,Basketball Scotland : ALL BASKETBALLSCOTLAND COMPETITION POSTPONED,http://basketballscotland.co.uk/2020/03/13/competition_postponed/,108965,"BASKETBALLSCOTLAND, POSTPONED, clubs, number, surrounding, today, COMPETITION, moved","BASKETBALLSCOTLAND, POSTPONED, clubs, number, surrounding, today, COMPETITION, moved","Following feedback from a number of clubs and a number of self-isolations being highlighted across various clubs, basketballscotland are postponing all basketballscotland competitions with immediate effect.","Following feedback from a number of clubs and a number of self-isolations being highlighted across various clubs, basketballscotland are postponing all basketballscotland competitions with immediate effect.",28/03/2020,27/03/2022,no,Sports,CORONAVIRUS,no,Media
2338,Basketball Scotland : Covid-19 Update,http://basketballscotland.co.uk/2020/03/12/covid-19-update/,108966,"Update, Government, game, events, advice, players, Scottish, British","Update, Government, game, events, advice, players, Scottish, British","- Players attending games should be encouraged to bring hand sanitiser if they have it available and use it during matches - Self-Isolation: - While basketballscotland would ideally provide hand sanitiser for all clubs at central venue events, the reality of the current situation is that this will not be able for us to procure in the quantities required, if at all.","- Players attending games should be encouraged to bring hand sanitiser if they have it available and use it during matches - Self-Isolation: - While basketballscotland would ideally provide hand sanitiser for all clubs at central venue events, the reality of the current situation is that this will not be able for us to procure in the quantities required, if at all.",28/03/2020,27/07/2020,no,Sports,CORONAVIRUS,no,Media
