id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,keywords_processed,group
1543,BBC News : Coronavirus effects on the markets - the week of economic contagion,https://www.bbc.co.uk/news/uk-scotland-scotland-business-51888442/,107553,"week, markets, Brexit, European, big, virus, market, Budget","week, March, markets, Brexit, European, big, market, Budget","And students are being told to go home, sucking their spending power out of the diverse business districts that grow up around universities.","And students are being told to go home, sucking their spending power out of the diverse business districts that grow up around universities.",2020-03-14,2024-01-19,no,News,CORONAVIRUS,"week,markets,brexit,european,big,virus,market,budget",Media
1544,BBC News : Coronavirus: Wales v Scotland Six Nations match called off,https://www.bbc.co.uk/news/uk-wales-51870825/,107554,"Scotland, league, people, Nations, match, Welsh, postponed, Coronavirus","March, league, Nations, match, people, Welsh, postponed, Published","""All patients are being managed in clinically appropriate settings based on the assessment of a specialist infectious disease consultant,"" said Dr Robin Howe, PHW incident director.","""All patients are being managed in clinically appropriate settings based on the assessment of a specialist infectious disease consultant,"" said Dr Robin Howe, PHW incident director.",2020-03-13,2024-03-08,no,News,CORONAVIRUS,"scotland,league,people,nations,match,welsh,postponed,coronavirus",Media
1545,BBC News : Coronavirus: Scotland's one-day internationals with USA & UAE postponed,https://www.bbc.co.uk/sport/cricket/51872240/,107555,"USA, Scotland, UAE, internationals, one-day, Cricket, Coronavirus, postponed","USA, Scotland, UAE, internationals, one-day, Cricket, Coronavirus, postponed",Coronavirus: Scotland's one-day internationals with USA & UAE postponed - From the section Cricket Scotland's planned one-day internationals with USA and UAE next month has been postponed because of the coronavirus outbreak.,Coronavirus: Scotland's one-day internationals with USA & UAE postponed Last updated on .From the section Cricket Scotland's planned one-day internationals with USA and UAE next month has been postponed because of the coronavirus outbreak.,2020-03-14,2023-03-14,no,News,CORONAVIRUS,"usa,scotland,uae,internationals,one-day,cricket,coronavirus,postponed",Media
1546,"BBC News : No money to cover coronavirus costs, SPFL warns clubs",https://www.bbc.co.uk/sport/football/51840257/,107556,"SPFL, Scottish, money, clubs, Scotland, played, games, club","SPFL, Scottish, money, clubs, Scotland, played, games, club","Wednesday's Scottish Premiership meeting between St Mirren and Hearts will go ahead as scheduled, but the Paisley club have asked fans suffering from cold or flu-like symptoms not to attend.","Wednesday's Scottish Premiership meeting between St Mirren and Hearts went ahead as scheduled, but the Paisley club asked fans suffering from cold or flu-like symptoms not to attend.",2020-03-11,2023-04-07,no,News,CORONAVIRUS,"spfl,scottish,money,clubs,scotland,played,games,club",Media
1547,BBC News : Coronavirus: Scottish football suspended until further notice,https://www.bbc.co.uk/sport/football/51858736/,107557,"Scottish, SPFL, clubs, League, football, Uefa, Coronavirus, notice","Scottish, SPFL, Published, clubs, League, suspended, football, Uefa","SPFL chief executive Doncaster had previously warned of ""dire financial consequences"" for clubs if matches were to take place without fans.","SPFL chief executive Doncaster had previously warned of ""dire financial consequences"" for clubs if matches were to take place without fans.",2020-03-13,2025-03-24,no,News,CORONAVIRUS,"scottish,spfl,clubs,league,football,uefa,coronavirus,notice",Media
1548,"BBC News : Titles, tickets & finances - what happens next in Scottish football?",https://www.bbc.co.uk/sport/football/51872244/,107558,"Scottish, games, season, clubs, football, SPFL, Scotland, League","Scottish, games, season, clubs, SPFL, Scotland, League, football","Scotland's Euro 2020 play-off semi-final against Israel at Hampden on 26 March is in significant doubt and the tournament itself could be moved to next summer, delayed or even cancelled altogether.","""There will be directors in boardrooms now stripping out cash that may have been projected from next Monday.",2020-03-13,2025-07-23,no,News,CORONAVIRUS,"scottish,games,season,clubs,football,spfl,scotland,league",Media
1550,BBC News : SPFL players self-isolating with symptoms,https://www.bbc.co.uk/sport/football/51876638/,107560,"Inverness, Caledonian, Thistle, Coronavirus, Scottish, self-isolation, symptoms, player","Inverness, Coronavirus, Scottish, Stenhousemuir, self-isolation, Caledonian, Thistle, player","SPFL chief executive Neil Doncaster said it was ""neither realistic nor possible"" to continue with games.","However, all matches were postponed earlier on Friday amid the outbreak, with SPFL chief executive Neil Doncaster saying it was ""neither realistic nor possible"" to continue with games.",2020-03-13,2021-05-24,no,News,CORONAVIRUS,"inverness,caledonian,thistle,coronavirus,scottish,self-isolation,symptoms,player",Media
1551,BBC News : Coronavirus: Scottish football faces 'incredible financial turmoil' - Mulraney,https://www.bbc.co.uk/sport/football/51878694/,107561,"Scottish, Alan, football, Burrows, clubs, clarity, Motherwell, SPFL","Mulraney, Scottish, faces, Mike, financial, football, clubs, incredible","""For everybody's sake, I think we need some clear decisions on things like dates and any legislation so that clubs can start to manage the situation.","""For everybody's sake, I think we need some clear decisions on things like dates and any legislation so that clubs can start to manage the situation.",2020-03-13,2021-05-24,no,News,CORONAVIRUS,"scottish,alan,football,burrows,clubs,clarity,motherwell,spfl",Media
1552,BBC News : Six Nations: Wales v Scotland off because of coronavirus,https://www.bbc.co.uk/sport/rugby-union/51853907/,107562,"Wales, Nations, Welsh, Rugby, Wales', Saturday, football, Scotland","Rugby, Nations, Welsh, Published, Wales', Scotland, April, game","Several sports have been severely disrupted, with all Premier League and EFL football matches suspended until 3 April.","Several sports have been severely disrupted, with all Premier League and EFL football matches suspended until 3 April.",2020-03-13,2024-12-04,no,News,CORONAVIRUS,"wales,nations,welsh,rugby,wales',saturday,football,scotland",Media
1553,BBC News : Coronavirus: Shinty & hockey in Scotland off & Kelso behind closed doors,https://www.bbc.co.uk/sport/scotland/51875281/,107563,"Scotland, Scottish, hockey, Shinty, Coronavirus, closed, doors, Kelso","Scotland, Scottish, hockey, Shinty, Coronavirus, closed, doors, Kelso","The BHA have ""contingency plans"" in place and are ""currently considering a range of options"".","The BHA have ""contingency plans"" in place and are ""currently considering a range of options"".",2020-03-13,2022-08-15,no,News,CORONAVIRUS,"scotland,scottish,hockey,shinty,coronavirus,closed,doors,kelso",Media
1554,Scottish Ambulance Service : Coronavirus case in Scotland,https://scottishamb-newsroom.prgloo.com/news/coronoavirus-case-in-scotland/,107564,"Scottish, Coronavirus, Scotland, Ambulance, Government, Service, case, including","Scottish, Coronavirus, Scotland, Ambulance, Government, Service, case, including","If you need to attribute a quote from the Scottish Ambulance Service, you may use the following: A Scottish Ambulance Service Spokesperson said: “We have well-rehearsed procedures in place to deal with all communicable viruses, including the coronavirus.","If you need to attribute a quote from the Scottish Ambulance Service, you may use the following: A Scottish Ambulance Service Spokesperson said: “We have well-rehearsed procedures in place to deal with all communicable viruses, including the coronavirus.",2020-09-24,2020-12-01,no,Health,CORONAVIRUS,"scottish,coronavirus,scotland,ambulance,government,service,case,including",Knowledge
1555,Scottish Rugby : News : Touring and Covid-19 (Coronavirus),https://www.scottishrugby.org/rules-and-regulations/permission-to-play/match-authorisation/,107565,"Tour, Scottish, Rugby, club, permission, Tours, Union, Team","Tour, Scottish, Rugby, club, permission, Tours, Union, Team",Clubs are also reminded that specific permission is required to play a match in Scotland during the summer break (“Close Time”) and for games against “scratch” teams.,Clubs are also reminded that specific permission is required to play a match in Scotland during the summer break (“Close Time”) and for games against “scratch” teams.,2020-09-24,2022-06-29,no,Sports,CORONAVIRUS,"tour,scottish,rugby,club,permission,tours,union,team",Media
1558,Scottish Rugby : Medical News : Coronavirus,https://www.scottishrugby.org/rules-and-regulations/player-welfare/medical/,107568,"Coronavirus, Injury, Medical, Government, NHS, Rugby, playing, Tour","Management, Rugby, MEDICAL, playing, sport, Injury, Participants, Regulations",Participants should also take their own medical advice before playing and especially following an injury.,Participants should also take their own medical advice before playing and especially following an injury.,2020-08-06,2025-04-21,no,Sports,CORONAVIRUS,"coronavirus,injury,medical,government,nhs,rugby,playing,tour",Media
