id,title,url,web_archive_id,first_keywords_auto,last_keywords_auto,first_summary_auto,last_summary_auto,first_date_parsed,last_date_parsed,alive,type1,type2,COVID (add yes/ no)
2511,"Scottish Farmer, The : Coronavirus",https://www.thescottishfarmer.co.uk/coronavirus/,109398,"Sign, Register, Lifestyle, Follow, Sales, Facebook, Twitter, Instagram","Sign, Lifestyle, Register, Scotland, Livestock, Field, Follow, feeds",Newly unemployed put in contact with farm businesses seeking workers Scot Gov addresses supply chain stability amid Covid-19 outbreak Commonwealth Agriculture Conference cancelled this July,Covid-19 Opinion Columnists Letters Euro Notebook Cartoons Livestock Livestock Features New Products Dairy Beef Sheep Shows Arable Machinery Motoring Technical Contractor's Yard Diversification Renewables Forestry Field Sports Renewables Directory Lifestyle Country Lifestyle Scotland Country Lifestyle Scotland Weddings Wedding Album Equine Clydesdales Subscriptions Subs Order Form Digital Edition TSF App Sold Out Change of Address Coronavirus Posters inform the public about farming – and responsible countryside access Closed toilets – an inconvenience in rural areas The luck of the Irish Uk dairy campaign reaches millions Pick up the phone to friends this RHS weekend Lockdown boosts NFUS engagement Skills service matches youngsters with farms Scotland’s dairy farmers look to build stronger supply chains Reverse this decline in food self sufficiency Torphins tractor tribute Indefinable elements Agritourism to prepare to reopen from July 15 Farm Sunday survives online Can lockdown lessons create a healthier livestock sector?,28/03/2020,22/06/2020,no,News,CORONAVIRUS,yes
2531,Creative Scotland : Coronavirus (COVID-19) Advice,https://www.creativescotland.com/what-we-do/latest-news/archive/2020/02/coronavirus-advice/,109477,"Scottish, Government, Scotland, Fund, creative, Mar, support, Open","Government, Scottish, Scotland, Fund, Creative, organisations, support, guidance","For enquiries specifically regarding Coronavirus, please email coronavirus-queries@creativescotland.com More generally, depending on your enquiry there are number of ways you can get in touch with us.","This may impact Regularly Funded Organisations (RFOs) that get a large proportion of their income from public grant, for example, free-to-access venues or those in remote locations.",28/03/2020,08/05/2023,no,Arts,CORONAVIRUS,no
2743,Scottish National Blood Transfusion Service : Covid-19: Advice for donors,https://www.scotblood.co.uk/news/covid-19-advice-for-donors/,110777,"donate, Service, Blood, LIVE, DOCUMENT, Scottish, National, Transfusion","Blood, give, symptoms, donate, Scottish, National, Transfusion, Service","They now recommend the following: - All people with a new continuous cough and/or high temperature (37.8 degrees centigrade or higher), regardless of their travel history or contact with confirmed cases should self-isolate at home for 7 days - Anyone living in the same household as a symptomatic person should self-isolate for 14 days.",Post-Covid Syndrome or Long Covid is diagnosed when someone has Covid-19 symptoms that last for more than 12 weeks.,28/03/2020,24/05/2025,no,Medical,CORONAVIRUS,yes
2979,Shetland Islands Council : Coronavirus Business Support Fund,https://my.shetland.gov.uk/en/AchieveForms/?mode=fill&consentMessage=y&form_uri=sandbox-publish%3A//AF-Process-03f66fdb-4f96-4ec6-906a-fca678633b2f/AF-Stage-e49bbb45-e9d5-4906-b67d-4e75c4cf790e/definition.json&redirectlink=/en&cancelRedirectLink=/en&consentMessage=yes,111554,"Machine, Wayback","Internet, Machine, Wayback, Archive, web, crawls, discovers, captures",The Wayback Machine - https://web.archive.org/web/20200328162944/https://my.shetland.gov.uk/en/AchieveForms/?mode=fill&consentMessage=y&form_uri=sandbox-publish://AF-Process-03f66fdb-4f96-4ec6-906a-fca678633b2f/AF-Stage-e49bbb45-e9d5-4906-b67d-4e75c4cf790e/definition.json&redirectlink=%2Fen&cancelRedirectLink=%2Fen&consentMessage=yes,"At any given time several distinct crawls are running, some for months, and some every day or longer.",28/03/2020,13/05/2020,no,Local Authority,CORONAVIRUS,no
3870,Scottish SPCA : Coronavirus and your pet,https://www.scottishspca.org/news/coronavirus-and-your-pet,113550,"pet, contact, dog, cat, animal, care, suggest, animals","pet, contact, dog, cat, animal, care, suggest, animals",We ask that you are mindful of hygiene practices at all times and especially when handling animals.,We ask that you are mindful of hygiene practices at all times and especially when handling animals.,28/03/2020,05/06/2023,no,Charity,CORONAVIRUS,no
3935,"Macmillan Cancer Support Scotland – guidance for people with cancer, as well as Macmillan supporters/volunteers",https://www.macmillan.org.uk/coronavirus,116605,"Friday, Monday, people, coronavirus, Macmillan, online, worried, understand","people, Coronavirus, understand, worried, professionals, latest, guidance, cancer","Here is the latest guidance for people with cancer, Macmillan supporters and our volunteers.",Here is the latest guidance for people with cancer and healthcare professionals.,28/03/2020,11/06/2025,no,Charity,CORONAVIRUS,yes
4065,First Draft : Coronavirus / COVID-19 / COVID19,https://firstdraftnews.org/latest/tag/coronavirus/,134700,"journalists, coronavirus, spread, hoaxes, play, role, stopping, virus","Lessons, misinformation, Understanding, conditions, culture, challenging, local, context",Misinformation surrounding the novel coronavirus is increasing pressure on journalists as they adapt to new isolated work practices.,"The importance of local context in taking on misinformation: Lessons from AfricaCheck Understanding the culture, conditions, and history of a community or place is vital to reporting on — and challenging — misinformation.",28/03/2020,13/04/2021,no,News,CORONAVIRUS,no
4304,Contact: Coronavirus: Information for families with disabled children,https://contact.org.uk/advice-and-support/coronavirus-information-for-families-with-disabled-children/,missing,"children, people, Coronavirus, government, child, education, home, care","disabled, coronavirus, Important, information, latest, children, family, free","If an alternative provision setting does have to close, the local authority must carry our safeguarding assessments for each child on a case-by-case basis and make appropriate arrangements.","You can also keep up-to-date with everything by signing up to What's new, our regular free e-newsletter.",28/03/2020,28/02/2021,no,Charity,CORONAVIRUS,yes
1487,Inverclyde Council : Covid-19 (Coronavirus),https://www.inverclyde.gov.uk/tourism-and-visitor-attractions/coronavirus,107393,"Inverclyde, Primary, service, support, services, Centre, March, Council","Inverclyde, service, support, Primary, services, Council, Coronavirus, March","While this affects official games carried out by clubs, individuals who arrange their own football or other sports activity can still book pitches through Inverclyde Leisure.","While this affects official games carried out by clubs, individuals who arrange their own football or other sports activity can still book pitches through Inverclyde Leisure.",29/03/2020,31/03/2020,no,Local Authority,CORONAVIRUS,yes
1504,Aberdeenshire Council : Coronavirus,https://www.aberdeenshire.gov.uk/featured-items/coronavirus-covid-19/,107421,"Health, services, View, Council, open, Scotland, Coronavirus', Local","Health, services, View, Council, open, Scotland, Coronavirus', Local",Burial services The advance sale of lairs (where not associated with an interment) at Aberdeenshire cemeteries has been temporarily suspended.,Burial services The advance sale of lairs (where not associated with an interment) at Aberdeenshire cemeteries has been temporarily suspended.,29/03/2020,29/03/2020,no,Local Authority,CORONAVIRUS,yes
1507,Comhairle nan Eilean Siar : Coronavirus (COVID-19),https://www.cne-siar.gov.uk/social-care-and-health/coronavirus/,107425,"Content, Development, Group, International, Internet, Preservation, Consortium, aspects","Thursday, September, Updated, Protect, Collection, Data, Privacy, Test","The Wayback Machine - https://web.archive.org/web/20200329114715/https://www.cne-siar.gov.uk/social-care-and-health/coronavirus/ Coronavirus (COVID-19) : Comhairle nan Eilean Siar has taken the decision to restrict Care Home visiting to essential visits only with effect from 7:30pm this evening, Thursday 26th March 2020.","Coronavirus [COVID-19] Last Updated : Thursday, 21 September, 2023 09:57 AM Test and Protect : Collection of Personal Data - Privacy Notice Last Updated : Thursday, 21 September, 2023 09:57 AM Test and Protect : Collection of Personal Data - Privacy Notice",29/03/2020,04/10/2023,no,Local Authority,CORONAVIRUS,yes
1510,Stirling Council : Coronavirus,https://www.stirling.gov.uk/planning-building-the-environment/emergencies-emergency-planning/coronavirus/,107428,"Council, Stirling, service, Contact, services, support, March, closed","test, PCR, Testing, Support, Community, contact, symptoms, LFD","As part of ongoing efforts to support businesses and workers during the Covid-19 (Coronavirus) outbreak, Stirling Council has also created a central point for any employers requiring additional staff.",It is possible that people will have to self isolate more than once – perhaps multiple times – if they are identified as a close contact of separate cases on several different occasions.,29/03/2020,29/01/2022,no,Local Authority,CORONAVIRUS,no
1518,Orkney Islands Council : Coronavirus,https://www.orkney.gov.uk/Council/C/coronavirus.htm,107439,"Coronavirus, Scotland, NHS, illness, caused, cases, visit, Inform","Crawl, Common, Council, Orkney, Mar, Jan, Latest, Oct",The site is the best source of information about steps we can all take to avoid viral infections and advice on what to do if you are returning from – or planning to visit – areas of the world where there have been cases of Covid-19.,Social media OIC Updates on Facebook Orkney Islands Council Sports and Leisure on Facebook Orkney Library on Twitter Visitors Help us keep Orkney safe orkney.com Planning a visit Wellbeing Covid-19 and your mental health Children and young people Council staff wellbeing Parents and carers Education staff Self directed support guidance Watch the video updates from Council Leader James Stockan >,29/03/2020,30/01/2023,no,Local Authority,CORONAVIRUS,yes
1570,Robert Gordon University : COVID-19: advice for staff and students,https://www.rgu.ac.uk/coronavirus-guidance/,107580,"Friday, University, Gordon, March, staff, students, Robert, Scottish","Scottish, Government, students, staff, measures, restrictions, published, route-map",Robert Gordon University has closed the campus buildings to staff and students from 5pm on Friday 20 March.,We are preparing to start the new semester with a blended delivery of safe on campus teaching and digital learning.,29/03/2020,15/06/2020,no,Education,CORONAVIRUS,no
2079,"Gazette, The : Burgh boss McKim says football must take a back seat for the time being",http://www.the-gazette.co.uk/sport/18314140.burgh-boss-says-football-must-take-back-seat-time/,108310,"matches, football, SPFL, Jamie, decision, SJFA, SFA, Scottish","matches, football, SPFL, Jamie, decision, SJFA, SFA, Scottish",“A lot has been made of our fixture backlog and the remaining 15 matches so I have absolutely no idea how this will play out.,“A lot has been made of our fixture backlog and the remaining 15 matches so I have absolutely no idea how this will play out.,29/03/2020,29/03/2020,no,News,CORONAVIRUS,no
2250,BBC News : Coronavirus in Scotland - Sunday updates,https://www.bbc.co.uk/news/live/uk-scotland-52009857,108619,"Scotland, Scottish, Sturgeon, people, care, coronavirus, minister, weeks","Team, Archive, history, data, projects, digital, saving, websites","The first minister said all Scotland's health boards now had a single point of contact to manage personal protective equipment (PPE) such as masks, gloves and gowns.","The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",29/03/2020,11/07/2024,no,News,CORONAVIRUS,no
2535,Federation of Scottish Theatre : Coronavirus advice and guidance,https://www.scottishtheatre.org/news/coronavirus-advice-and-guidance/,109531,"March, government, support, people, Scottish, Self-employed, announced, Fund","government, support, Health, Scottish, NHS, members, FST, helpline","We know that many members are offering new grants and opportunities, particularly digital, to support their colleagues in the sector.",What FST is doing We have launched regular member meet-ups - find out about them and sign up via our Events page.,29/03/2020,30/05/2020,no,Theatre,CORONAVIRUS,no
2566,Aberdeen City Health & Social Care Partnership : COVID-19 updates,https://www.aberdeencityhscp.scot/our-news/covid-19-coronavirus-updates/,109749,"Council, Grampian, City, NHS, Scottish, Government, Advice, unpaid","Coronavirus, information, national, City, impact, health, social, care",Know Where to Turn Your mental health and wellbeing during Coronavirus - Know where to turn.. Covid-19 Client Family and Carer Communication Covid-19 information from ACHSCP,"We are currently working closely with Aberdeen City Council and NHS Grampian to monitor and respond to the situation for Coronavirus (COVID-19), and senior managers across all three partners meet regularly to manage the impact of Coronavirus on our health and social care services within the city Below are the latest updates from the HSCP on the impact of the Coronavirus on our health and social care services.",29/03/2020,19/03/2024,no,Health,CORONAVIRUS,yes
2572,Argyll and Bute Council : Coronavirus - information for businesses,https://www.argyll-bute.gov.uk/coronavirus-information-businesses/,109764,"support, Business, Government, Scheme, Scottish, relief, businesses, shops","Fund, support, Business, Scottish, Government, January, businesses, March","It includes guidance on maintaining social distancing in specific food business settings including takeaways, supermarkets, food processing plants, canteens and outdoor markets https://www.gov.uk/government/publications/covid-19-guidance-for-food-businesses/guidance-for-food-businesses-on-coronavirus-covid-19 - The Chancellor is expected to make an announcement today on support for the self-employed.","Support will target high-risk settings where people come into close proximity, such as hospitality and leisure sectors.",29/03/2020,12/03/2023,no,Local Authority,CORONAVIRUS,no
2638,Orkney.com : COVID-19/Coronavirus - updates from Orkney,https://www.orkney.com/news/coronavirus,110421,"Orkney, closed, notice, Kirkwall, March, Centre, Government, Museum","Orkney, closed, ferries, travel, notice, community, Government, visitor","From 29 March, Kirkwall Airports will be closed to scheduled flights and routine general aviation traffic.","We’ll update visitor information when necessary and will try to answer some of your questions too over the coming weeks, so keep checking back with us.",29/03/2020,09/07/2020,no,Tourism,CORONAVIRUS,no
2927,"City of Edinburgh Council : Businesses, employers and jobs - coronavirus update",https://www.edinburgh.gov.uk/coronavirus-4/businesses-employers,111387,"support, business, Government, Scottish, businesses, guidance, job, Grant","Business, support, Scotland, Find, businesses, December, Scottish, Updated",You can also download a guide on the different measures of support available and who to contact about them.,Download a guide on the different measures of support available and who to contact (PDF).,29/03/2020,01/07/2022,no,Local Authority,CORONAVIRUS,no
3001,West Dunbartonshire Council : Covid-19 (Coronavirus),https://www.west-dunbarton.gov.uk/coronavirus/,111577,"StopTheSpread, protect, frontline, staff, disposable, coronavirus, bags, visit","Scotland, system, moved, levels, mental, cautious, continue, act",If someone in your household has symptoms of coronavirus (COVID-19) you can securely store personal waste including tissues and disposable cleaning cloths within disposable rubbish bags.,"Whether you have been directly affected by the virus, or are struggling to cope with the restrictions, it is important to look after both your physical and mental health.",29/03/2020,04/12/2022,no,Local Authority,CORONAVIRUS,no
3829,ENABLE Scotland : Coronavirus Information,https://www.enable.org.uk/coronavirus-information/,113528,"Government, NHS, Guidance, advice, Coronavirus, virus, Scottish, aware","Government, NHS, Scottish, advice, Guidance, information, Scotland, virus",The guidance now asks only to contact either your GP or NHS 24 if symptoms are severe.,The guidance now asks only to contact either your GP or NHS 24 if symptoms are severe.,29/03/2020,03/12/2021,no,Charity,CORONAVIRUS,no
4005,"List, The : Staying in is the new going out",https://www.list.co.uk/articles/staying-in-is-the-new-going-out/,118705,"Mar, home, Netflix, music, series, live, watch, books","Jul, Aug, shows, stream, films, home, entertainment, July","Turning an unforgiving lens on parenthood, suburbia and gender roles, the second feature from Irish director Lorcan Finnegan (following eco-horror… System Crasher 23 Mar 2020Helena Zengel is a revelation in Nora Fingscheidt's complex and compassionate drama Though sometimes an uneasy watch, it's right that Nora Fingscheidt's System Crasher comes with no easy answers.","A Suitable Boy ★★★☆☆ Trumpeted in various places as the BBC's 'first period drama with an all non-white cast', this would be great if it were true.",29/03/2020,28/08/2020,no,News,CORONAVIRUS,no
4128,"Week, The : Covid-19",https://www.theweek.co.uk/covid-19/,146435,"March, lockdown, SUBSCRIBE, Friday, people, Sections, Secondary, Looming","Policy, Privacy, shared, information, matters, March, storage, registration",Leaked email suggests US leader has sought medical aid from European and Asian partners Traffickers imposing containment measures amid criticism of government inaction The country’s death toll now exceeds that in China From the key symptoms of infection to main events of past 24 hours Chancellor tipped to offer self-employed 80% of their recent earnings - but with a lower cap than PAYE workers Antibody test could restore lives to a ‘semblance of pre-lockdown normality’ WHO boss warns that younger people are ‘not invincible’ as Covid-19 death toll climbs Your guide to the best columns and commentary on Wednesday 25 March,We will use the details you have shared to manage your newsletter subscription.,29/03/2020,04/04/2023,no,News,CORONAVIRUS,no
4330,Business Gateway: Guidance for business owners in Scotland on Coronavirus (COVID – 19),https://www.bgateway.com/news/guidance-for-business-owners-in-scotland-on-coronavirus-covid-19,missing,"Coronavirus, business, Read, Government, support, March, Scottish, COVID","Government, Coronavirus, Read, Scottish, business, March, support, businesses",Read: The Scottish Government has published its plan on how it will respond to a Coronavirus (COVID – 19) outbreak in Scotland.,Read: The Scottish Government has published its plan on how it will respond to a Coronavirus (COVID – 19) outbreak in Scotland.,29/03/2020,19/04/2025,no,Business,CORONAVIRUS,yes
4405,Scottish Social Services Council. how we will continue to regulate in light of novel coronavirus covid-19,https://news.sssc.uk.com/news/how-we-will-continue-to-regulate-in-light-of-novel-coronavirus-covid-19/,missing,"care, health, Council, professionals, General, social, people, services","care, health, Council, professionals, General, social, people, services","We would also take account of any relevant information about resource, guidelines or protocols in place at the time.","We would also take account of any relevant information about resource, guidelines or protocols in place at the time.",29/03/2020,11/12/2023,no,Law,CORONAVIRUS,no
4407,Skills Development Scotland : Coronavirus- COVID-19,https://www.skillsdevelopmentscotland.co.uk/coronavirus-covid-19/,missing,"advice, PACE, individuals, SDS, support, providers, contact, training","World, Work, advice, Career, Support, education, SDS, information","Skills Investment Advisers, Development Delivery Executive or Contracts and Performance Adviser are also able to provide support.","Career Information, Advice and Guidance Due to COVID-19 restrictions, face-to-face support is available by appointment only in SDS Centres.",29/03/2020,29/06/2023,no,Govt,CORONAVIRUS,yes
4458,Third Sector Dumfries and Galloway : Coronavirus,http://thirdsectordumgal.org.uk/category/coronavirus/,missing,"Dumfries, Galloway, Sector, volunteers, region, TSDG, signed, sending","person, volunteering, follow, shopping, Volunteer, Guide, envelope, visit",Other prospective volunteers are now asked to hold off from applying and TSDG will share across social media when another batch is required.,If you would like more information about volunteering in Dumfries and Galloway please go to the following website:,29/03/2020,06/12/2021,no,Voluntary,CORONAVIRUS,no
4464,Voluntary Action Orkney [old],https://www.vaorkney.org.uk/information/orkney-information-hub/2632-coronavirus/,missing,"Coronavirus, support, Information, Orkney, Links, Local, Sector, guidance","Coronavirus, support, Information, Orkney, guidance, Links, Local, Business","New section just added for general businesses that are offering delivery to ,you home, ie books, pamper packs, deep clean services.","New section just added for general businesses that are offering delivery to ,you home, ie books, pamper packs, deep clean services.",29/03/2020,14/08/2020,no,Voluntary,CORONAVIRUS,yes
4492,Shetland Council : Coronavirus,https://www.shetland.gov.uk/coronavirus.asp,missing,"news-advice, details, March, NHS, Shetland, Council, services, community","March, April, August, Shetland, services, Coronavirus, Scottish, NHS","More details at: www.shetland.gov.uk/news-advice/Coronavirus-late-night-bus-services-260320.asp Wednesday 25 March 2020 - Financial support for charities and community groups who may have financial dificulties as a result of the coronavirus pandemic is available through the Third Sector Resilience Fund, launched today by SCVO - More details at: www.shetland.gov.uk/news-advice/Third-sector-resilience-fund-opens.asp - Visits to adults with learning disabilities and/or autism in Supported Living tenancies will end with immediate effect.","Inter-islands Ferry Service BusinessesThe following funds have now closed for applications (at 5pm on Friday 10 July): Childcare Council tenants | Quick LInks - 18 Septermber 2020 - Statement – Positive Covid-19 case in Shetland school - 03 September 2020 - New guidance for indoor visits to Care Homes - 27 August 2020 - Operational note: Exact cash only on ferries - 25 August 2020 - Face coverings in schools and buses for young people - 07 August 2020 - ZetTrans has launched the new bus timetables for all bus services across Shetland, active from Monday 17th August 2020 - 07 August 2020 - With the return to schools and nurseries imminent, critical childcare and hub provision comes to an end on 7th August - 06 August 2020 - ZetTrans would like to remind public bus passengers that service routes that link with schools may see an increase in passenger numbers from Tuesday 11th August - 06 August 2020 - To mark the 75th anniversary, the Council and the Amenity Trust had intended to plant a tree at the Jubilee Flower Park in Lerwick - 04 August 2020 - Following the cancellation of exams due to the Coronavirus epidemic, pupils have been awarded grades based on an alternative certification model this year - 30 July 2020 - Scottish schools will reopen full-time in August, national guidance for schools, to support their full-time reopening, has also been published today - 18 Septermber 2020 - Statement – Positive Covid-19 case in Shetland school - 25 August 2020 - Face coverings in schools and buses for young people - 07 August 2020 - With the return to schools and nurseries imminent, critical childcare and hub provision comes to an end on 7th August - 04 August 2020 - Following the cancellation of exams due to the Coronavirus epidemic, pupils have been awarded grades based on an alternative certification model this year - 30 July 2020 - Scottish schools will reopen full-time in August, national guidance for schools, to support their full-time reopening, has also been published today - 21 May 2020 - The Scottish Government’s ‘route map’ out of lockdown: Schools expected to reopen on Tuesday 11 August 2020 - 13 May 2020 - Shetland transport partnership ZetTrans has developed education packs on Active Travel - 14 April 2020 - Update on the start of the new school term - 31 March 2020 - Child Protection Committees Scotland is urging everyone to keep their eyes and ears open for children and vulnerable adults - 31 March 2020 - All Council play areas and parks in Shetland are currently closed, in line with UK Government guidance - 21 March 2020 - The definition of 'Key Workers' has been clarified for whom childcare will be provided - 18 March 2020 - The offer of limited childcare provision for essential workers has been extended into next week, starting on Monday 23rd March - 14 March 2020 - A limited number of childcare places are offered for essential workers during the school closure period - 13 March 2020 - All Schools, and Early years settings in Shetland will close from Monday 16 March until Friday 20 March, except primary schools in Fair Isle, Fetlar and Foula.",29/03/2020,23/09/2020,no,Local Authority,CORONAVIRUS,yes
4526,Resolution Foundation : Coronavirus,https://www.resolutionfoundation.org/our-work/coronavirus/,missing,"Continue, Reading, March, crisis, support, coronavirus, Publications, Comment","Reading, Continue, Publications, pandemic, Left, office, Events, Inquiry",Publications Earnings Outlook Q4 2019 How should minimum wage policy respond to the current economic crisis?,"Office work has had a mixed reception in recent decades, aiding team work but accused of driving our stress up and… Continue Reading Publications Leaving lockdown Young people’s employment in 2021: improvements and challenges in the second year of the Covid-19 pandemic 31 January 2022 by Louise Murphy This spotlight explores younger people’s employment trajectory during the Covid-19 pandemic, before setting out where policy makers should now be focused.",29/03/2020,09/12/2022,no,Think Tank,CORONAVIRUS,yes
1489,Renfrewshire Council : Public advice on Coronavirus,http://www.renfrewshire.gov.uk/coronavirus,107396,"Coronavirus, information, Latest, businesses, outbreak, residents, visitors, guidance","coronavirus, Information, health, guidelines, Scotland, advice, government, Aware","We're working to support residents, businesses, visitors and our staff during the Coronavirus (COVID-19) outbreak.","There are things you can do to stay well and protect others, like: - staying at home if you have symptoms - wearing a face covering - washing your hands regularly - meeting in well-ventilated spaces - supporting Distance Aware, for anyone who prefers others to take extra care around them.",30/03/2020,07/12/2023,no,Local Authority,CORONAVIRUS,yes
1501,Fife Council :  Coronavirus (Covid-19),https://www.fife.gov.uk/kb/docs/articles/health-and-social-care2/coronavirus-covid-19,107409,"Health, Fife, NHS, Scotland, Council, Protection, Social, Care","cookies, Media, provide, Google, Analytics, information, Social, experience",The Department of Health and Social Care will publish updated UK data on Coronavirus (Covid-19) every day at 2pm until further notice.,"These cookies will allow us the ability to list Fife Council tweets and Facebook posts, Google maps, audio clips & Videos on some of our pages.",30/03/2020,28/03/2023,no,Local Authority,CORONAVIRUS,no
1509,Perth and Kinross Council : Coronavirus (COVID-19),https://www.pkc.gov.uk/coronavirus,107427,"Coronavirus, health, Latest, updates, Support, advice, public, services","Team, Archive, history, data, projects, digital, saving, websites",Coronavirus: Parks and open spaces As part of our response to the coronavirus outbreak we are putting some measures in place to help safeguard the health & safety of everyone using our parks and open spaces.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",30/03/2020,17/05/2025,no,Local Authority,CORONAVIRUS,no
1515,Scottish Borders Council : Statement on Scottish Borders Council’s coronavirus preparations,https://www.scotborders.gov.uk/coronavirus,107435,"Find, Assistance, latest, response, Hubs, Community, information, Schools","Find, Latest, updates, information, Waste, Recycling, Assistance, Support","Top tasks - Service Updates Find out which of our services are affected due to COVID-19 - Community Assistance Hubs Find information on Community Assistance Hubs (CAHs) in the Scottish Borders - Schools Find out all the latest information about schools and education hubs in response to COVID-19 - Social Care Clients Find out all the latest information for health and social care services in response to COVID-19 - Businesses Find out all the latest information for businesses in response to COVID-19 - Financial Assistance and FAQs Including housing and homelessness, schools and waste","Top tasks - Latest updates Latest general information and advice - Service Updates Updates on service information or disruption - Help and Support Including Community Assistance Hubs, Health and Social Care and Financial Assistance - Schools Find out all the latest information about the return to school - Businesses Find out all the latest information and support for businesses and events - Waste and Recycling Find out about waste and recycling services including recycling centres and waste collections",30/03/2020,02/12/2022,no,Local Authority,CORONAVIRUS,no
1680,Glasgow Times : Coronavirus: What to do instead of shaking hands with people,http://www.glasgowtimes.co.uk/news/18287046.coronavirus-instead-shaking-hands-people/,107765,"greeting, people, hands, bump, Wuhan, Shaking, Namaste, Coronavirus","greeting, people, hands, bump, Wuhan, Shaking, Namaste, Coronavirus","The traditional greeting is considered so important in Western cultures, that people are often judged on their shaking technique - after all, there’s nothing worse than clasping a so-called ‘dead fish’.","The traditional greeting is considered so important in Western cultures, that people are often judged on their shaking technique - after all, there’s nothing worse than clasping a so-called ‘dead fish’.",30/03/2020,30/03/2020,no,News,CORONAVIRUS,yes
2246,BBC News : Coronavirus in Scotland - Monday updates,https://www.bbc.co.uk/news/live/uk-scotland-52010243,108615,"Scotland, Scottish, BBC, government, volunteers, NHS, told, coronavirus","Team, Archive, history, data, projects, digital, saving, websites",He told BBC Radio's Good Morning Scotland that many workers faced dismissal and losing their income if they did not go into work.,"The Archive Team Panic Downloads are full pulldowns of currently extant websites, meant to serve as emergency backups for needed sites that are in danger of closing, or which will be missed dearly if suddenly lost due to hard drive crashes or server failures.",30/03/2020,05/10/2022,no,News,CORONAVIRUS,no
2571,Inverclyde Council : Coronavirus (Covid-19),https://www.inverclyde.gov.uk/education-and-learning/coronavirus/,109763,"Inverclyde, Primary, service, support, services, Centre, March, Council","Inverclyde, Government, support, service, Scottish, home, Coronavirus, services","While this affects official games carried out by clubs, individuals who arrange their own football or other sports activity can still book pitches through Inverclyde Leisure.","While this affects official games carried out by clubs, individuals who arrange their own football or other sports activity can still book pitches through Inverclyde Leisure.",30/03/2020,04/04/2020,no,Local Authority,CORONAVIRUS,yes
2594,Scottish Chambers of Commerce : Business Advice & Guidance: Covid-19,https://www.scottishchambers.org.uk/press-releases/businesssupportcovid19/,109898,"directory, Government, Business, Scottish, Advice, Association, Scotland, Food","Fund, Business, support, Government, businesses, grant, Scottish, Scotland","The campaign advises firms to: - Think about how your customers, suppliers and staff could be affected by Covid-19, so you are prepared for any potential impact.","Key Changes include: - By law, in a Level 4 area, you can only leave your home (or garden) for an essential purpose.",30/03/2020,09/06/2023,no,Business,Coronavirus,no
2678,Harper Macleod : COVID-19 legal advice & support for business,https://www.harpermacleod.co.uk/our-services/business/coronavirus-advice-for-business/,110523,"Coronavirus, contact, advice, business, employers, Scotland, Find, key","contact, Partner, Find, Scotland, law, key, full, business","- Importance of strong leadership - Contingency planning – supply chains, staffing policies, working hours, offering reduced or deferred services This is invite only so if you wish to join please email David Kaye using his details below.","We provide clients with a full range of legal, regulatory, strategic and commercial advice, helping them to deliver services in an increasingly challenging environment.",30/03/2020,27/10/2021,no,Business,Coronavirus,no
2785,Labour Hame : Socialist Distancing,https://labourhame.com/socialist-distancing/,111016,"Labour, Marra, Dundee, Michael, party, members, meeting, Socialist","Labour, Marra, Dundee, party, members, meeting, Socialist, meetings","The temptation of an extra beer after badly juggling kids, work and Council duties is becoming a little too easy.","The temptation of an extra beer after badly juggling kids, work and Council duties is becoming a little too easy.",30/03/2020,19/05/2024,no,Blog,CORONAVIRUS,no
2828,Glasgow Chamber of Commerce : Coronavirus Guidance and Assistance,https://www.glasgowchamberofcommerce.com/news/coronavirus-guidance-and-assistance/,111151,"Mar, Read, Working, Message, Executive, Welcoming, Chief, Measures","Apr, Read, full, Business, Anderson, BCC, Tracker, Step","If you have any questions or require assistance, please contact T: 0141 204 2121 or E: resiliencesupport@glasgowchamberofcommerce.com 27 Mar 2020 Working from home: How employers can protect the well-being of their staff and their business Read full article26 Mar 2020 Message from our Chief Executive: Welcoming Measures to Support Self-Employed Workers Read full article","If you have any questions or require assistance, please contact T: 0141 204 2121 or E: resiliencesupport@glasgowchamberofcommerce.com 09 Apr 2020 Anderson Strathern’s Business Hub helps businesses navigate premises lockdown Read full article09 Apr 2020 COVID-19: Keep up-to-date with the latest legal changes affecting your business & life Read full article08 Apr 2020 BCC Coronavirus Business Impact Tracker: Businesses not yet successfully accessing government loan and grant schemes Read full article08 Apr 2020 10 Step Guide to Job Retention Scheme, plus FREE Furlough Template Docs Read full article",30/03/2020,11/04/2020,no,Business,CORONAVIRUS,yes
3629,Chest Heart & Stroke Scotland : Coronavirus,https://www.chss.org.uk/coronavirus/,111583,"Media, COLLECTED, Cloud, events, longitudinal, web, archival, collection","Advice, coronavirus, Line, people, stroke, Scotland, support, heart",A longitudinal web archival collection based on URIs from the daily feed of Media Cloud that maps news media coverage of current events.,"Without your donations, our Advice Line wouldn’t be able to reach the people who need us most across Scotland.",30/03/2020,23/01/2022,no,Charity,CORONAVIRUS,yes
